LocationCode|City|StateProvince|Country|Description
MRU|Mauritius|null|MU|S. Seewoosagur Ram. International Airport
MRY|Monterey|CA|US|Monterey Peninsula Airport
MRY|Carmel|CA|US|Monterey Peninsula Airport
MSJ|Misawa|null|JP|Misawa Airport
MSL|Muscle Shoals|AL|US|Muscle Shoals Airport
MSL|Florence|AL|US|Muscle Shoals Airport
MSL|Sheffield|AL|US|Muscle Shoals Airport
MSN|Madison|WI|US|Dane County Regional Airport
MSO|Missoula|MT|US|Johnson-Bell Field
MSP|Minneapolis|MN|US|St Paul International Airport
MSQ|Minsk|null|BY|Minsk International 2 Airport
MSS|Massena|NY|US|Richards Field
MST|Maastricht|null|NL|Maastricht/Aachen Airport
MSU|Maseru|null|LS|Moshoeshoe International Airport
MSY|New Orleans|LA|US|Louis Armstrong International Airport
MTJ|Montrose|CO|US|Montrose County Airport
MTO|Mattoon|IL|US|Coles County Memorial Airport
MTR|Monteria|null|CO|S. Jeronimo Airport
MTS|Manzini|null|SZ|Matsapha International Airport
MTY|Monterrey|null|MX|Gen Mariano Escobedo Airport
MUB|Maun|null|BW|Maun Airport
MUC|Munich|null|DE|Franz Josef Strauss Airport
MUE|Kamuela|HI|US|Kamuela Airport
MUN|Maturin|null|VE|Quiriquire Airport
MVD|Montevideo|null|UY|Carrasco Airport
MVY|Martha's Vineyard|MA|US|Martha's Vineyard Airport
MWA|Marion|IL|US|Williamson County Airport
MWH|Moses Lake|WA|US|Grant County Airport
MXL|Mexicali|null|MX|Mexicali Airport
MXP|Milan|null|IT|Malpensa Airport
MXX|Mora|null|SE|Mora Airport
MYJ|Matsuyama|null|JP|Matsuyama Airport
MYR|Myrtle Beach|SC|US|Myrtle Beach International Airport
MYY|Miri|null|MY|Miri Airport
MZL|Manizales|null|CO|Santaguida Airport
MZT|Mazatlan|null|MX|Gen Rafael Buelna Airport
MZV|Mulu|null|MY|Mulu Airport
NAG|Nagpur|null|IN|Sonegaon Airport
NAK|Nakhon Ratchasima|null|TH|Nakhon Ratchasima Airport
NAN|Nadi|null|FJ|Nadi International Airport
NAP|Naples|null|IT|Naples Airport
NAS|Nassau|null|BS|Nassau International Airport
NAT|Natal|null|BR|Augusto Severo Airport
NBO|Nairobi|null|KE|Jomo Kenyatta International Airport
NCA|North Caicos|null|TC|North Caicos Airport
NCE|Nice|null|FR|Cote D'Azur Airport
NCL|Newcastle|null|GB|Newcastle Airport
NCY|Annecy|null|FR|Annecy-Meythet Airport
NDI|Namudi|null|PG|Namudi Airport
NDJ|Ndjamena|null|TD|Ndjamena Airport
NEG|Negril|null|JM|Negril Airport
NEV|Nevis|null|KN|Newcastle Airport
NGB|Ningbo|null|CN|Ningbo Airport
NGS|Nagasaki|null|JP|Nagasaki Airport
NHA|Nha Trang|null|VN|Nha Trang Airport
NJC|Nizhnevartovsk|null|RU|Nizhnevartovsk Airport
NKC|Nouakchott|null|MR|Nouakchott Airport
NKG|Nanking/Nanjing|null|CN|Nanking Airport
NLA|Ndola|null|ZM|Ndola Airport
NLD|Nuevo Laredo|null|MX|Quetzalcoatl International Airport
NLK|Norfolk Island|null|NF|Norfolk Island Airport
NLP|Nelspruit|null|ZA|Nelspruit Airport
NNG|Nanning|null|CN|Nanning Airport
NNT|Nan|null|TH|Nan Airport
NOC|Knock|null|IE|Knock International Airport
NOU|Noumea|null|NC|Tontouta Airport
NPE|Napier-Hastings|null|NZ|Hawkes Bay Airport
NPL|New Plymouth|null|NZ|New Plymouth Airport
NQN|Neuquen|null|AR|Neuquen Airport
NQY|Newquay|null|GB|St Mawgan Airport
NRK|Norrkoping|null|SE|Kungsangen Airport
NRT|Tokyo|null|JP|Narita Airport
NSN|Nelson|null|NZ|Nelson Airport
NTE|Nantes|null|FR|Nantes Atlantique Airport
NTL|Newcastle|NS|AU|Williamtown Airport
NTT|Niuatoputapu|null|TO|Kuini Lavenia Airport
NTY|Sun City|null|ZA|Pilansberg Airport
NUE|Nuremberg|null|DE|Metropolitan Area Airport
NVK|Narvik|null|NO|Framnes Airport
NVT|Navegantes|null|BR|Navegantes Airport
NWI|Norwich|null|GB|Norwich Airport
NYC|New York|NY|US|Metropolitan Area
NYC|New York City|NY|US|Metropolitan Area
NYO|Stockholm|null|SE|Skavsta Airport
OAG|Orange|NS|AU|Springhill Airport
OAJ|Jacksonville|NC|US|Albert J Ellis Airport
OAK|Oakland|CA|US|Metropolitan Oakland International Airport
OAM|Oamaru|null|NZ|Oamaru Airport
OAX|Oaxaca|null|MX|Xoxocotlan Airport
OBO|Obihiro|null|JP|Obihiro Airport
OCJ|Ocho Rios|null|JM|Boscobel Airport
ODS|Odessa|null|UA|Odessa-Central Airport
ODW|Oak Harbor|WA|US|Oak Harbor Airport
OER|Ornskoldsvik|null|SE|Ornskoldsvik Airport
OFK|Norfolk|NE|US|Stefan Field
OGG|Kahului Maui|HI|US|Kahului Airport
OGS|Ogdensburg|NY|US|Ogdensburg Airport
OHD|Ohrid|null|MK|Ohrid Airport
OIT|Oita|null|JP|Oita Airport
OKA|Okinawa|null|JP|Naha Airport
OKC|Oklahoma City|OK|US|Will Rogers Airport
OKJ|Okayama|null|JP|Okayama Airport
OLB|Olbia|null|IT|Costa Smeralda Airport
OMA|Omaha|NE|US|Eppley Airfield
OME|Nome|AK|US|Nome Airport
OMR|Oradea|null|RO|Oradea Airport
ONG|Mornington|QL|AU|Mornington Airport
ONP|Newport|OR|US|Newport Airport
ONT|Ontario|CA|US|Ontario International Airport
OOL|Gold Coast|QL|AU|Coolangatta Airport
OOM|Cooma|NS|AU|Cooma Airport
OPO|Porto|null|PT|Porto Airport
ORB|Orebro|null|SE|Orebro-Bofors Airport
ORD|Chicago|IL|US|O'Hare International Airport
ORF|Norfolk|VA|US|Norfolk International Airport
ORH|Worcester|MA|US|Worcester Airport
ORK|Cork|null|IE|Cork Airport
ORL|Orlando|FL|US|Herndon Airport
ORN|Oran|null|DZ|Es Senia Airport
ORY|Paris|null|FR|Orly Field
OSA|Osaka|null|JP|Metropolitan Area
OSD|Ostersund|null|SE|Froesoe Airport
OSH|Oshkosh|WI|US|Wittman Field
OSL|Oslo|null|NO|Oslo Airport
OSR|Ostrava|null|CZ|Mosnov Airport
OTH|North Bend|OR|US|North Bend Airport
OTM|Ottumwa|IA|US|Industrial Airport
OTP|Bucharest|null|RO|Otopeni International Airport
OTZ|Kotzebue|AK|US|Kotzebue Airport
OUA|Ouagadougou|null|BF|Ouagadougou Airport
OUD|Oujda|null|MA|Les Angades Airport
OUL|Oulu|null|FI|Oulu Airport
OVB|Novosibirsk|null|RU|Tolmachevo Airport
OVD|Asturias|null|ES|Asturias Airport
OWB|Owensboro|KY|US|Daviess County Airport
OXR|Oxnard|CA|US|Oxnard Airport
OXR|Ventura|CA|US|Oxnard Airport
OZZ|Ouarzazate|null|MA|Ouarzazate Airport
PAC|Panama City|null|PA|Paitilla Airport
PAD|Paderborn|null|DE|Paderborn Airport
PAH|Paducah|KY|US|Barkley Regional Airport
PAP|Port Au Prince|null|HT|Mais Gate Airport
PAR|Paris|null|FR|Metropolitan Area
PAS|Paros|null|GR|Paros Airport
PAT|Patna|null|IN|Patna Airport
PAZ|Poza Rica|null|MX|Tajin Airport
PBC|Puebla|null|MX|Huejotsingo Airport
PBI|West Palm Beach|FL|US|West Palm Beach International Airport
PBM|Paramaribo|null|SR|Zanderij International Airport
PBO|Paraburdoo|WA|AU|Paraburdoo Airport
PBZ|Plettenberg Bay|null|ZA|Plettenberg Airport
PCL|Pucallpa|null|PE|Capitan Rolden Airport
PDG|Padang|null|ID|Tabing Airport
PDL|Ponta Delgada|null|PT|Nordela Airport
PDP|Punta Del Este|null|UY|Punta Del Este Airport
PDS|Piedras Negras|null|MX|Piedras Negras Airport
PDT|Pendleton|OR|US|Pendleton Airport
PDX|Portland|OR|US|Portland International Airport
PEE|Perm|null|RU|Perm Airport
PEG|Perugia|null|IT|Sant Egidio Airport
PEI|Pereira|null|CO|Matecana Airport
PEK|Beijing|null|CN|Capital Airport
PEN|Penang|null|MY|Penang International Airport
PER|Perth|WA|AU|Perth Airport
PEW|Peshawar|null|PK|Peshawar Airport
PFN|Panama City|FL|US|Bay County Airport
PFO|Paphos|null|CY|Paphos International Airport
PGA|Page|AZ|US|Page Airport
PGF|Perpignan|null|FR|Llabanere Airport
PGV|Greenville|NC|US|Pitt-Greenville Airport
PGX|Perigueux|null|FR|Perigueux Airport
PHF|Newport News|VA|US|Newport News/Williamsburg Airport
PHF|Williamsburg|VA|US|Newport News/Williamsburg Airport
PHF|Hampton|VA|US|Newport News/Williamsburg Airport
PHL|Philadelphia|PA|US|Philadelphia International Airport
PHO|Point Hope|AK|US|Point Hope Airport
PHS|Phitsanulok|null|TH|Phitsanulok Airport
PHX|Phoenix|AZ|US|Sky Harbor International Airport
PIA|Peoria|IL|US|Greater Peoria Airport
PIB|Laurel|MS|US|Hattiesburg-Laurel Regional Airport
PID|Nassau|null|BS|Paradise Island Airport
PIE|St Petersburg|FL|US|St. Petersburg International Airport
PIE|Clearwater|FL|US|St. Petersburg International Airport
PIH|Pocatello|ID|US|Pocatello Airport
PIK|Prestwick|null|GB|Prestwick Airport
PIK|Glasgow|null|GB|Prestwick Airport
PIP|Pilot Point|AK|US|Pilot Point Airport
PIR|Pierre|SD|US|Pierre Airport
PIS|Poitiers|null|FR|Biard Airport
PIT|Pittsburgh|PA|US|Pittsburgh International Airport
PJG|Panjgur|null|PK|Panjgur Airport
PKB|Parkersburg|WV|US|Wood County Airport
PKB|Marietta|OH|US|Wood County Airport
PKC|Petropavlovsk-Kamchats|null|RU|Petropavlovsk-Kamchatsky Airport
PKR|Pokhara|null|NP|Pokhara Airport
PKU|Pekanbaru|null|ID|Simpang Tiga Airport
PLB|Plattsburgh|NY|US|Clinton County Airport
PLH|Plymouth|null|GB|Plymouth Airport
PLM|Palembang|null|ID|Mahmud Badaruddin Ii Airport
PLN|Pellston|MI|US|Emmet County Airport
PLO|Port Lincoln|SA|AU|Port Lincoln Airport
PLQ|Palanga|null|LT|Palanga Airport
PLS|Providenciales|null|TC|Providenciales International Airport
PLU|Belo Horizonte|null|BR|Pampulha Airport
PLW|Palu|null|ID|Mutiara Airport
PLZ|Port Elizabeth|null|ZA|Port Elizabeth Airport
PMC|Puerto Montt|null|CL|Tepual Airport
PMF|Parma|null|IT|Parma Airport
PMI|Palma  Mallorca|null|ES|Palma Mallorca Airport
PMO|Palermo|null|IT|Punta Raisi Airport
PMR|Palmerston North|null|NZ|Palmerston North Airport
PMV|Porlamar|null|VE|DelCaribe Gen S Marino Airport
PNA|Pamplona|null|ES|Pamplona Airport
PNC|Ponca City|OK|US|Ponca City Airport
PND|Punta Gorda|null|BZ|Punta Gorda Airport
PNH|Phnom Penh|null|KH|Pochentong Airport
PNK|Pontianak|null|ID|Supadio Airport
PNL|Pantelleria|null|IT|Pantelleria Airport
PNQ|Poona|null|IN|Lohegaon Airport
PNR|Pointe Noire|null|CG|Pointe Noire Airport
PNS|Pensacola|FL|US|Pensacola Regional Airport
POA|Porto Alegre|null|BR|Salgado Filho Airport
POG|Port Gentil|null|GA|Port Gentil Airport
POM|Port Moresby|null|PG|Jackson Field
POP|Puerto Plata|null|DO|La Union Airport
POR|Pori|null|FI|Pori Airport
POS|Port Of Spain|null|TT|Piarco Airport
POS|Trinidad||TT|Piarco Airport
POT|Port Antonio|null|JM|Ken Jones Airport
POU|Poughkeepsie|NY|US|Dutchess County Airport
POZ|Poznan|null|PL|Lawica Airport
PPE|Puerto Penasco|null|MX|Puerto Penasco Airport
PPG|Pago Pago|null|AS|Pago Pago International Airport
PPP|Proserpine|QL|AU|Whitsunday Coast Airport
PPQ|Paraparaumu|null|NZ|Paraparaumu Airport
PPS|Puerto Princesa|null|PH|Puerto Princesa Airport
PPT|Papeete|null|PF|Faaa Airport
PQI|Presque Isle|ME|US|Presque Isle Municipal Airport
PQM|Palenque|null|MX|Palenque Airport
PQQ|Port Macquarie|NS|AU|Port Macquarie Airport
PRC|Prescott|AZ|US|Prescott Airport
PRG|Prague|null|CZ|Prague-Ruzyne Airport
PRI|Praslin Island|null|SC|Praslin Island Airport
PRN|Pristina|null|YU|Pristina Airport
PSA|Pisa|null|IT|Gal Galilei Airport
PSC|Pasco|WA|US|Tri-Cities Airport
PSE|Ponce|null|PR|Mercedita Airport
PSF|Pittsfield|MA|US|Pittsfield Airport
PSG|Petersburg|AK|US|Petersburg Municipal Airport
PSO|Pasto|null|CO|Cano Airport
PSP|Palm Springs|CA|US|Palm Springs Municipal Airport
PSR|Pescara|null|IT|Liberi Airport
PTF|Malololailai|null|FJ|Malololailai Airport
PTG|Pietersburg|null|ZA|Pietersburg Airport
PTJ|Portland|VI|AU|Portland Airport
PTP|Pointe-a-Pitre|null|GP|Le Raizet Airport
PTY|Panama City|null|PA|Tocumen International Airport
PUB|Pueblo|CO|US|Pueblo Memorial Airport
PUF|Pau|null|FR|Uzein Airport
PUG|Port Augusta|SA|AU|Port Augusta Airport
PUJ|Punta Cana|null|DO|Punta Cana Airport
PUQ|Punta Arenas|null|CL|Pres Ibanez Airport
PUS|Pusan|null|KR|Gimbae Airport
PUW|Pullman|WA|US|Moscow Regional Airport
PUY|Pula|null|HR|Pula Airport
PVC|Provincetown|MA|US|Provincetown Airport
PVD|Providence|RI|US|Theodore Francis Airport
PVG|Shanghai|null|CN|Pu Dong Airport
PVH|Porto Velho|null|BR|Belmonte Airport
PVR|Puerto Vallarta|null|MX|Ordaz
PWA|Oklahoma City|OK|US|Wiley Post Airport
PWM|Portland|ME|US|Portland International Jetport
PXM|Puerto Escondido|null|MX|Puerto Escondido Airport
PXO|Porto Santo|null|PT|Porto Santo Airport
PZO|Puerto Ordaz|null|VE|Puerto Ordaz Airport
QRO|Queretaro|null|MX|Queretaro Airport
RAB|Rabaul|null|PG|Tokua Airport
RAI|Praia|null|CV|Francisco Mendes Airport
RAJ|Rajkot|null|IN|Civil Airport
RAK|Marrakech|null|MA|Menara Airport
RAO|Ribeirao Preto|null|BR|Leite Lopes Airport
RAP|Rapid City|SD|US|Rapid City Regional Airport
RAR|Rarotonga|null|CK|Rarotonga Airport
RBA|Rabat|null|MA|Sale Airport
RCB|Richards Bay|null|ZA|Richards Bay Airport
RCH|Riohacha|null|CO|Riohacha Airport
RDD|Redding|CA|US|Redding Airport
RDG|Reading|PA|US|Reading Municipal Airport/Spaatz Field
RDM|Redmond|OR|US|Roberts Field
RDM|Bend|OR|US|Roberts Field
RDU|Durham|NC|US|Raleigh/Durham Airport
RDU|Raleigh/Durham|NC|US|Raleigh/Durham Airport
RDZ|Rodez|null|FR|Marcillac Airport
REC|Recife|null|BR|Guararapes International Airport
REG|Reggio Calabria|null|IT|Tito Menniti Airport
REK|Reykjavik|null|IS|Metropolitan Area
REL|Trelew|null|AR|Trelew Airport
REP|Siem Reap|null|KH|Siem Reap Airport
RES|Resistencia|null|AR|Resistencia Airport
REU|Reus|null|ES|Reus Airport
REX|Reynosa|null|MX|Gen Lucio Blanco Airport
RFD|Rockford|IL|US|Greater Rockford Airport
RFP|Raiatea|null|PF|Raiatea Airport
RGA|Rio Grande|null|AR|Rio Grande Airport
RGL|Rio Gallegos|null|AR|Rio Gallegos Internacional Airport
RGN|Yangon|null|MM|Mingaladon Airport
RHI|Rhinelander|WI|US|Oneida County Airport
RHO|Rhodes|null|GR|Diagoras Airport
RIC|Richmond|VA|US|Richmond International Airport (Byrd Field)
RIO|Rio De Janeiro|null|BR|Metropolitan Area
RIW|Riverton|WY|US|Riverton Airport
RIX|Riga|null|LV|Riga Airport
RKD|Rockland|ME|US|Knox County Regional Airport
RKS|Rock Springs|WY|US|Sweetwater County Airport
RKT|Ras Al Khaimah|null|AE|Ra'sal-Khaymah Airport
RKV|Reykjavik|null|IS|Reykjavik Domestic Airport
RMA|Roma|QL|AU|Roma Airport
RMI|Rimini|null|IT|Miramare Airport
RNB|Ronneby|null|SE|Kallinge Airport
RNE|Roanne|null|FR|Renaison Airport
RNO|Reno|NV|US|Reno/Tahoe International Airport
RNS|Rennes|null|FR|St Jacques Airport
ROA|Roanoke|VA|US|Roanoke Municipal Airport
ROC|Rochester|NY|US|Monroe County Airport
ROK|Rockhampton|QL|AU|Rockhampton Airport
ROM|Rome|null|IT|Metropolitan Area
ROP|Rota|null|MP|Rota Airport
ROR|Koror|null|PW|Airai Airport
ROS|Rosario|null|AR|Fisherton Airport
ROT|Rotorua|null|NZ|Rotorua Airport
ROV|Rostov|null|RU|Rostov Airport
ROW|Roswell|NM|US|Industrial Airport
RPR|Raipur|null|IN|Raipur Airport
RRG|Rodrigues Is|null|MU|Rodrigues Island Airport
RRS|Roros|null|NO|Roros Airport
RSD|Rock Sound|null|BS|South Eleuthera Airport
RST|Rochester|MN|US|Rochester Municipal Airport
RSW|Fort Myers|FL|US|Southwest Florida Regional Airport
RTB|Roatan|null|HN|Roatan Airport
RTM|Rotterdam|null|NL|Rotterdam Airport
RUH|Riyadh|null|SA|King Khaled International Airport
RUI|Ruidoso|NM|US|Ruidoso Municipal Airport
RUN|St Denis de la Reunion|null|RE|Gillot Airport
RUT|Rutland|VT|US|Rutland Airport
RVH|St Petersburg|null|RU|Rzhevka Airport
RVN|Rovaniemi|null|FI|Rovaniemi Airport
RWI|Rocky Mount|NC|US|Rocky Mount-Wilson Airport
SAB|Saba Island|null|AN|J. Yrausquin Airport
SAC|Sacramento|CA|US|Executive Airport
SAF|Santa Fe|NM|US|Santa Fe Airport
SAH|Sana'a|null|YE|San'a International Airport
SAL|San Salvador|null|SV|Comalapa International Airport
SAN|San Diego|CA|US|San Diego International Airport
SAO|Sao Paulo|null|BR|Metropolitan Area
SAP|San Pedro Sula|null|HN|Ramon Villeda Morales Airport
SAT|San Antonio|TX|US|San Antonio International Airport
SAV|Savannah|GA|US|Savannah International Airport
SBA|Santa Barbara|CA|US|Santa Barbara Municipal Airport
SBH|St Barthelemy|null|GP|St. Barthelemy Airport
SBN|South Bend|IN|US|South Bend Regional
SBP|San Luis Obispo|CA|US|County Airport
SBS|Steamboat Springs|CO|US|Steamboat Springs Airport
SBY|Salisbury-Ocean City|MD|US|Wicomico County Airport
SBZ|Sibiu|null|RO|Sibiu Airport
SCE|State College|PA|US|University Park Airport
SCK|Stockton|CA|US|Stockton Airport
SCL|Santiago|null|CL|Arturo Merino Benitez Airport
SCN|Saarbruecken|null|DE|Ensheim Airport
SCO|Aktau|null|KZ|Aktau Airport
SCQ|Santiago De Compostela|null|ES|Santiago De Compostela Airport
SDF|Louisville|KY|US|Standiford Field
SDJ|Sendai|null|JP|Sendai Airport
SDL|Sundsvall|null|SE|Sundsvall/Harnosand Airport
SDM|San Diego|CA|US|Brown Field Municipal Airport
SDQ|Santo Domingo|null|DO|Las Americas Airport
SDR|Santander|null|ES|Santander Airport
SDU|Rio De Janeiro|null|BR|Santos Dumont Airport
SDV|Tel Aviv Yafo|null|IL|Sde-Dov Airport
SDY|Sidney|MT|US|Richland Municipal Airport
SEA|Seattle|WA|US|Seattle/Tacoma International Airport
SEL|Seoul|null|KR|Metropolitan Area
SEZ|Mahe Island|null|SC|Seychelles International Airport
SFA|Sfax|null|TN|Sfax El Maou Airport
SFB|Orlando|FL|US|Central Florida Regional Airport
SFB|Sanford|FL|US|Central Florida Regional Airport
SFO|San Francisco|CA|US|SFO International Airport
SFT|Skelleftea|null|SE|Skelleftea Airport
SGD|Sonderborg|null|DK|Sonderborg Airport
SGF|Springfield|MO|US|Springfield-Branson Regional Airport
SGN|Ho Chi Minh City|null|VN|Ho Chi Minh City Airport
SGU|Saint George|UT|US|Saint George Municipal Airport
SGY|Skagway|AK|US|Skagway Municipal Airport
SHA|Shanghai|null|CN|Hongqiao Airport
SHC|Indaselassie|null|ET|Indaselassie Airport
SHD|Staunton|VA|US|Shenandoah Valley Airport
SHE|Shenyang|null|CN|Shenyang Airport
SHJ|Sharjah|null|AE|Sharjah Airport
SHR|Sheridan|WY|US|Sheridan Airport
SHV|Shreveport|LA|US|Shreveport Regional Airport
SIA|Xi An|null|CN|Xiguan Airport
SID|Sal|null|CV|Amilcar Cabral International Airport
SIN|Singapore|null|SG|Changi Airport
SIR|Sion|null|CH|Sion Airport
SIT|Sitka|AK|US|Sitka Airport
SJC|San Jose|CA|US|San Jose Municipal Airport
SJD|San Jose Cabo|null|MX|Los Cabos Airport
SJJ|Sarajevo|null|BA|Butmir Airport
SJO|San Jose|null|CR|Juan Santamaria International Airport
SJT|San Angelo|TX|US|Mathis Field
SJU|San Juan|null|PR|Luis Munoz Marin International Airport
SKB|St Kitts|null|KN|Golden Rock Airport
SKD|Samarkand|null|UZ|Samarkand Airport
SKG|Thessaloniki|null|GR|Makedonia Airport
SKP|Skopje|null|MK|Skopje Airport
SLA|Salta|null|AR|Gen Belgrano Airport
SLC|Salt Lake City|UT|US|Salt Lake City International Airport
SLK|Saranac Lake|NY|US|Adirondack Airport
SLL|Salalah|null|OM|Salalah Airport
SLM|Salamanca|null|ES|Matacan Airport
SLN|Salina|KS|US|Salina Airport
SLP|San Luis Potosi|null|MX|San Luis Potosi Airport
SLU|St Lucia|null|LC|Vigie Field
SLV|Simla|null|IN|Simla Airport
SLW|Saltillo|null|MX|Saltillo Airport
SLZ|Sao Luiz|null|BR|Mal. Cunha Machado Airport
SMF|Sacramento|CA|US|Sacramento Metropolitan Airport
SMI|Samos|null|GR|Samos Airport
SMR|Santa Marta|null|CO|Simon Bolivar Airport
SMX|Santa Maria|CA|US|Santa Maria Public  Airport
SNA|Santa Ana|CA|US|John Wayne International Airport
SNN|Shannon|null|IE|Shannon Airport
SOB|Saarmelleek|null|HU|Saarmelleek/Balaton Airport
SOF|Sofia|null|BG|Vrazhdebna Airport
SOO|Soderhamn|null|SE|Soderhamn Airport
SOP|Southern Pines|NC|US|Pinehurst-S. Pines Airport
SOU|Southampton|null|GB|Eastleigh Airport
SOW|Show Low|AZ|US|Show Low Airport
SPC|Santa Cruz De La Palma|null|ES|La Palma Airport
SPI|Springfield|IL|US|Capital Airport
SPK|Sapporo|null|JP|Metropolitan Area
SPN|Saipan|null|MP|Saipan International Airport
SPS|Wichita Falls|TX|US|Sheppard Air Force Base
SPU|Split|null|HR|Split Airport
SQV|Sequim|WA|US|Sequim Valley Airport
SRG|Semarang|null|ID|Achmad Uani Airport
SRQ|Sarasota|FL|US|Bradenton Airport
SRQ|Bradenton|FL|US|Bradenton Airport
SRZ|Santa Cruz|null|BO|El Trompillo Airport
SSA|Salvador|null|BR|Airport Luis E. Magalhaes
SSG|Malabo|null|GQ|Santa Isabel Airport
SSH|Sharm El Sheikh|null|EG|Ophira Airport
SSI|Brunswick|GA|US|McKinnon Airport
SSJ|Sandnessjoen|null|NO|Stokka Airport
STC|Saint Cloud|MN|US|St. Cloud Municipal Airport
STI|Santiago|null|DO|Santiago Municipal Airport
STL|St Louis|MO|US|Lambert-St. Louis International Airport
STN|London|null|GB|Stansted Airport
STO|Stockholm|null|SE|Metropolitan Area
STP|St Paul|MN|US|St. Paul Downtown Airport
STR|Stuttgart|null|DE|Echterdingen Airport
STS|Santa Rosa|CA|US|Sonoma County Airport
STT|St Thomas Island|null|VI|Cyril E. King Airport
STV|Surat|null|IN|Surat Gujarat Airport
STX|St Croix Island|null|VI|Alexander Hamilton Airport
SUB|Surabaya|null|ID|Juanda Airport
SUF|Lamezia-Terme|null|IT|S Eufemia Airport
SUN|Sun Valley|ID|US|Sun Valley Airport
SUN|Hailey|ID|US|Sun Valley Airport
SUV|Suva|null|FJ|Nausori Airport
SUX|Sioux City|IA|US|Sioux Gateway Airport
SVC|Silver City|NM|US|Grant County Airport
SVD|St Vincent|null|VC|E. T. Joshua
SVG|Stavanger|null|NO|Sola Airport
SVJ|Svolvaer|null|NO|Helle Airport
SVO|Moscow|null|RU|Sheremetyevo Airport
SVQ|Sevilla|null|ES|Sevilla Airport
SVU|Savusavu|null|FJ|Savusavu Airport
SVX|Ekaterinburg|null|RU|Ekaterinburg Airport
SWA|Shantou|null|CN|Shantou Airport
SWF|Newburgh|NY|US|Stewart Airport
SWF|Poughkeepsie|NY|US|Stewart Airport
SWP|Swakopmund|null|NA|Swakopmund Airport
SXB|Strasbourg|null|FR|Entzheim Airport
SXF|Berlin|null|DE|Schoenefeld Airport
SXL|Sligo|null|IE|Collooney Airport
SXM|St Maarten|null|AN|Princ. Juliana Airport
SXR|Srinagar|null|IN|Srinagar Airport
SYD|Sydney|NS|AU|Kingsford Smith Airport
SYR|Syracuse|NY|US|Hancock International Airport
SYX|Sanya|null|CN|Sanya Airport
SZD|Sheffield|null|GB|Sheffield City Airport
SZG|Salzburg|null|AT|W. A. Mozart Airport
SZK|Skukuza|null|ZA|Skukuza Airport
SZX|Shenzhen|null|CN|Shenzhen Airport
SZZ|Szczecin|null|PL|Goleniow Airport
TAB|Tobago|null|TT|Tobago Airport
TAK|Takamatsu|null|JP|Takamatsu Airport
TAM|Tampico|null|MX|Gen F Javier Mina Airport
TAO|Qingdao|null|CN|Qingdao Airport
TAP|Tapachula|null|MX|Tapachula International Airport
TAS|Tashkent|null|UZ|Vostochny Airport
TBI|The Bight|null|BS|The Bight Airport
TBN|Fort Leonard Wood|MO|US|Forney Army Air Field
TBS|Tbilisi|null|GE|Novo Alexeyevka Airport
TBU|Nuku'Alofa|null|TO|Fua'Amotu International Airport
TCB|Treasure Cay|null|BS|Treasure Cay Airport
TER|Terceira Island|null|PT|Lajes Airport
TEU|Te Anau|null|NZ|Manapouri Airport
TEX|Telluride|CO|US|Telluride Airport
TFN|Tenerife|null|ES|Norte Los Rodeos Airport
TFS|Tenerife|null|ES|Sur Reina Sofia Airport
TGD|Podgorica|null|YU|Golubovci Airport
TGG|Kuala Terengganu|null|MY|Sultan Mahmood Airport
TGU|Tegucigalpa|null|HN|Toncontin Airport
TGZ|Tuxtla Gutierrez|null|MX|Llano San Juan Airport
THE|Teresina|null|BR|Teresina Airport
THF|Berlin|null|DE|Tempelhof Airport
THR|Tehran|null|IR|Mehrabad Airport
THU|Pituffik|null|GL|Pituffik Airport
TIA|Tirana|null|AL|Rinas Airport
TIH|Tikehau Atoll|null|PF|Tikehau Atoll Airport
TIJ|Tijuana|null|MX|Rodriguez Airport
TKQ|Kigoma|null|TZ|Kigoma Airport
TKS|Tokushima|null|JP|Tokushima Airport
TKU|Turku|null|FI|Turku Airport
TLC|Toluca|null|MX|Toluca Airport
TLH|Tallahassee|FL|US|Tallahassee Municipal Airport
TLL|Tallinn|null|EE|Ulemiste Airport
TLN|Toulon|null|FR|Hyeres Airport
TLS|Toulouse|null|FR|Blagnac Airport
TLV|Tel Aviv Yafo|null|IL|Ben Gurion International Airport
TMP|Tampere|null|FI|Tampere-Pirkkala Airport
TMW|Tamworth|NS|AU|Tamworth Airport
TNG|Tangier|null|MA|Boukhalef Airport
TNR|Antananarivo|null|MG|Antananarivo Airport
TOE|Tozeur|null|TN|Tozeur Airport
TOL|Toledo|OH|US|Express Airport
TOP|Topeka|KS|US|Philip Billard Airport
TOS|Tromso|null|NO|Tromso/Langnes Airport
TOY|Toyama|null|JP|Toyama Airport
TPA|Tampa|FL|US|Tampa International Airport
TPE|Taipei|null|TW|Chiang Kai Shek Airport
TPS|Trapani|null|IT|Birgi Airport
TRC|Torreon|null|MX|Torreon Airport
TRD|Trondheim|null|NO|Vaernes Airport
TRF|Oslo|null|NO|Sandefjord Airport
TRG|Tauranga|null|NZ|Tauranga Airport
TRI|Kingsport|TN|US|Tri-Cities Regional
TRI|Bristol|VA|US|Tri-Cities Regional
TRI|Johnson City|TN|US|Tri-Cities Regional
TRN|Turin|null|IT|Citta Di Torino Airport
TRS|Trieste|null|IT|Dei Legionari Airport
TRU|Trujillo|null|PE|Trujillo Airport
